station,time,start_time,end_time,probability,phase,amp_z,amp_n,amp_e,nos_z,nos_n,nos_e,rms_z,rms_n,rms_e,snr_z,snr_n,snr_e,source
IC.LSA,2008-10-01 00:42:36.863300,2008-10-01 00:42:36.843300,2008-10-01 00:42:37.083300,0.07425969,S,1.2273720401081793e-08,1.592859812780075e-08,1.4014605908802736e-08,5.505136283676634e-09,4.598214999902354e-09,6.67443688118406e-09,5.4533412023479436e-09,6.441503633901912e-09,5.280105464797486e-09,1.4256359293846597,1.5339135686482634,1.8318089857421518,diting
IC.LSA,2008-10-01 01:02:45.263300,2008-10-01 01:02:45.263300,2008-10-01 01:02:45.503300,0.07049988,S,1.0935725132178311e-07,3.353382723101407e-08,3.666832451186915e-08,6.068699887489563e-09,6.898709457210089e-09,6.328699828910957e-09,2.947716409600413e-08,1.68889337694839e-08,1.753524615698262e-08,3.9917964522530243,2.440588340427761,3.070700549954237,diting
IC.LSA,2008-10-01 01:50:36.223300,2008-10-01 01:50:35.923300,2008-10-01 01:50:36.623300,0.4884885,S,2.0901163169310443e-07,3.055493420823083e-07,1.1274226984916635e-07,8.602963309835928e-09,8.791859890035917e-09,8.283163592260282e-09,8.222122152193103e-08,1.1424886540409368e-07,5.374334384953556e-08,6.092837495844989,8.103744604147304,4.029958838624668,diting
IC.LSA,2008-10-01 01:51:06.543300,2008-10-01 01:51:06.443300,2008-10-01 01:51:06.863300,0.09086263,S,2.1004742394126166e-07,1.2326787359521914e-07,1.7591815642707572e-07,1.828234184618856e-08,2.2413308977314088e-08,2.4794336760470423e-08,6.556650938805913e-08,5.0353022175582454e-08,5.6870046487465655e-08,1.4005833753322379,2.1562479175637423,1.3311265556433773,diting
IC.LSA,2008-10-01 01:51:08.763300,2008-10-01 01:51:08.603300,2008-10-01 01:51:09.123300,0.2459761,S,2.1004742394126166e-07,1.8083269188489154e-07,1.7591815642707572e-07,2.0911505633209197e-08,2.3397721151260072e-08,2.135402386213373e-08,8.051556298470834e-08,7.017527852229073e-08,7.929125389052112e-08,4.758090322497044,2.143032484746283,3.3801339507613113,diting
IC.LSA,2008-10-01 02:06:27.283300,2008-10-01 02:06:27.103300,2008-10-01 02:06:27.483300,0.12204335,S,4.5466391759627605e-08,6.148321522731786e-08,2.1466989018408388e-08,8.031253597317454e-09,6.5348792552717294e-09,5.532517450362381e-09,2.256065023410135e-08,2.931059750515342e-08,1.034981690719339e-08,2.4555760850298824,3.5932886511816347,1.4234015383000962,diting
IC.LSA,2008-10-01 04:44:58.263300,2008-10-01 04:44:58.083300,2008-10-01 04:44:58.503300,0.53941184,S,6.132270074951741e-07,4.2483450287755387e-07,7.977395442346583e-07,1.2883949387029403e-07,9.238203257559246e-08,1.1769488495600109e-07,2.0965571246688228e-07,1.4447500458037807e-07,2.826225066076094e-07,1.292362239931541,2.0066289231111223,1.9964114115793763,diting
IC.LSA,2008-10-01 04:51:36.663300,2008-10-01 04:51:36.203300,2008-10-01 04:51:36.863300,0.113995165,S,2.0213109714794344e-08,2.369146801877591e-08,1.587373600786543e-08,8.464305682383846e-09,7.710521681575513e-09,5.907441267060328e-09,7.701196256218806e-09,7.743503460118485e-09,7.744276547075568e-09,1.0566179295668094,1.0638198488917954,1.5403687483911381,diting
IC.LSA,2008-10-01 04:56:15.763300,2008-10-01 04:56:14.703300,2008-10-01 04:56:17.123300,0.11071302,S,1.4107132949509742e-08,2.2450559482591227e-08,1.7998647452820013e-08,6.479749136188167e-09,7.847953927141429e-09,7.038713478757661e-09,6.5030885136269805e-09,8.725571685714575e-09,5.982845970401445e-09,1.5341097092536358,1.8783211547241208,1.3449536895614291,diting
IC.LSA,2008-10-01 06:21:28.783300,2008-10-01 06:21:28.623300,2008-10-01 06:21:29.063300,0.12419699,S,1.374410468986263e-08,1.7793621595628343e-08,1.2394368626556134e-08,3.270201967275551e-09,4.33049828296084e-09,4.803412543854579e-09,5.192590959198757e-09,6.949291299425305e-09,4.481414992536523e-09,1.2046402390979822,1.6810476069972313,1.2479228651217293,diting
IC.LSA,2008-10-01 06:34:40.163300,2008-10-01 06:34:39.763300,2008-10-01 06:34:40.583300,0.6381046,S,5.0778247789022753e-08,4.268335323641204e-08,3.9753398913156614e-08,7.349023059006307e-09,8.449362951798205e-09,1.13117791206389e-08,1.653260472364261e-08,2.2775261760720595e-08,1.8050559133107322e-08,3.507328301978226,3.234473672432704,2.543345817377773,diting
IC.LSA,2008-10-01 06:44:43.903300,2008-10-01 06:44:43.763300,2008-10-01 06:44:44.123300,0.07810107,S,1.0679596717053072e-08,1.4253031295471183e-08,1.1860908382394756e-08,6.118594418923356e-09,6.030717295328774e-09,5.564161458259247e-09,5.048380772897817e-09,5.954050025903297e-09,5.698651510077552e-09,1.6693286325189929,1.8053074424016406,1.8655607596709636,diting
IC.LSA,2008-10-01 06:49:46.303300,2008-10-01 06:49:46.203300,2008-10-01 06:49:46.763300,0.09758541,S,1.6368755427496517e-08,2.1435882634192185e-08,1.3436554710409946e-08,6.030532057440685e-09,5.5620151418624125e-09,7.686548515157949e-09,6.4354570132753475e-09,8.519940549298921e-09,5.853173489349333e-09,1.2870068821585057,1.6523383683169628,1.4543099985130283,diting
IC.LSA,2008-10-01 07:13:51.343300,2008-10-01 07:13:50.583300,2008-10-01 07:13:51.763300,0.1297391,S,1.5821005627831605e-08,1.6209811438595662e-08,1.3912376354997452e-08,6.9793661372518945e-09,9.118394458225802e-09,4.345536408111458e-09,6.748502908864305e-09,5.69597656876103e-09,6.716644919700376e-09,1.0343187814252253,2.0032516609783433,1.4990967027303004,diting
IC.LSA,2008-10-01 07:38:37.663300,2008-10-01 07:38:37.323300,2008-10-01 07:38:37.963300,0.24171562,S,2.0214251684983112e-08,2.288805714181006e-08,2.147623451055543e-08,7.197320636754547e-09,6.931297825812463e-09,6.46583435866363e-09,8.842811168458872e-09,1.2234561409434512e-08,8.750885027886665e-09,1.3730962712930046,1.9329938035877776,1.556300075841755,diting
IC.LSA,2008-10-01 07:46:24.743300,2008-10-01 07:46:24.663300,2008-10-01 07:46:25.143300,0.11891383,S,1.6372407059009626e-08,1.512735851795501e-08,1.7616449489642084e-08,6.7596803466157755e-09,7.201547136338219e-09,6.873723155698448e-09,5.9599025760496195e-09,6.9421523425681205e-09,6.547868850989292e-09,1.3241372795544255,1.440949860988513,1.9461504607702806,diting
IC.LSA,2008-10-01 10:46:35.143300,2008-10-01 10:46:34.903300,2008-10-01 10:46:35.603300,0.10480532,S,1.781052371168702e-08,1.9171319282016148e-08,1.55535782219907e-08,5.638378710055215e-09,5.455519563597074e-09,4.6976712416101e-09,7.554177116342162e-09,8.163338553839076e-09,7.607966133399077e-09,1.363008354461214,1.911602600003148,1.6850222670098332,diting
IC.LSA,2008-10-01 11:22:41.163300,2008-10-01 11:22:41.143300,2008-10-01 11:22:41.423300,0.10198168,S,1.7550346955373242e-08,2.997033040582896e-08,1.2858285585128155e-08,6.583082718968226e-09,6.13345170430361e-09,5.936324097716463e-09,6.683305710995423e-09,1.0003980527657394e-08,5.399827981955151e-09,1.682058108852262,2.239378773772624,1.4493953352112388,diting
IC.LSA,2008-10-01 11:26:31.603300,2008-10-01 11:26:31.583300,2008-10-01 11:26:31.923300,0.07610194,S,1.629090834818924e-08,1.405010501551136e-08,1.2538163101458235e-08,5.672166066423715e-09,1.150609514463784e-08,4.402169839908445e-09,6.539109578349589e-09,5.711929170705709e-09,5.311127069626868e-09,0.9250268519814125,1.3708372939652673,0.6931920259594815,diting
IC.LSA,2008-10-01 11:28:59.543300,2008-10-01 11:28:59.443300,2008-10-01 11:29:00.043300,0.09016834,S,1.3691873219471766e-08,1.4923233711877196e-08,1.1510759690734584e-08,6.427816351535639e-09,6.443796955529262e-09,5.660797520026506e-09,5.441150466995166e-09,6.1909254063113525e-09,4.632275355373707e-09,1.594224051695645,1.7317951035377894,1.0555098677159642,diting
IC.LSA,2008-10-01 12:05:15.483300,2008-10-01 12:05:15.343300,2008-10-01 12:05:15.903300,0.13893056,S,1.541823219235849e-08,1.745581925008847e-08,1.6597409067268946e-08,5.6435480973090415e-09,6.1512967290989924e-09,6.149114956281827e-09,6.190473538216609e-09,6.515221341619612e-09,6.750627737835266e-09,1.4991177112846348,1.2034887890302735,1.8124083497228365,diting
IC.LSA,2008-10-01 12:50:50.163300,2008-10-01 12:50:50.083300,2008-10-01 12:50:50.363300,0.081683934,S,1.6336071164881072e-08,1.0035543417715219e-08,1.630768426137517e-08,5.385500758237748e-09,6.034957845631962e-09,6.300734195057119e-09,6.5812051775364004e-09,4.5270630690295034e-09,5.963063238234608e-09,1.2802568493899078,1.6336119932600883,1.2802758642496586,diting
IC.LSA,2008-10-01 14:37:23.343300,2008-10-01 14:37:23.003300,2008-10-01 14:37:23.643300,0.08957133,S,1.1611897802044497e-08,1.2526963861668606e-08,6.8421240896542155e-09,3.431109284524575e-09,3.557218740401665e-09,3.962802944786072e-09,3.6287078383622794e-09,5.194771649012408e-09,3.4632728348826252e-09,1.1379534895215955,1.6915512366384053,1.351766572373878,diting
IC.LSA,2008-10-01 14:38:19.303300,2008-10-01 14:38:19.163300,2008-10-01 14:38:19.643300,0.1441948,S,1.022841563446378e-08,1.2130827808856645e-08,1.1940329276102605e-08,3.291059488667955e-09,4.46339544710077e-09,3.6659595061608316e-09,4.4802279348276755e-09,5.241943516372679e-09,5.811456937575477e-09,1.4235623561570687,1.5767222443967799,1.650550388917999,diting
IC.LSA,2008-10-01 14:39:18.263300,2008-10-01 14:39:18.243300,2008-10-01 14:39:18.683300,0.07672139,S,1.4371972696631521e-08,1.3623615854791148e-08,1.0696246847187267e-08,4.013517536255092e-09,4.4551149679086045e-09,4.68453236293704e-09,6.007483525941159e-09,5.136937154517763e-09,4.046561991157449e-09,1.797951600823557,1.4440435426223928,1.5095918075233872,diting
IC.LSA,2008-10-01 14:50:17.263300,2008-10-01 14:50:16.883300,2008-10-01 14:50:17.923300,0.13559493,S,1.2868030550967373e-08,1.4927215834969558e-08,6.554050532652087e-09,2.651025152598019e-09,3.834549764341813e-09,5.423462684573328e-09,5.050958079259559e-09,6.4942117043400585e-09,3.0443273548712285e-09,1.47557478077202,1.6533210746927138,0.924890384033744,diting
IC.LSA,2008-10-01 14:56:08.323300,2008-10-01 14:56:08.323300,2008-10-01 14:56:08.543300,0.10207623,S,8.548313757087945e-09,1.526327802212872e-08,9.447526382359476e-09,4.241461549608526e-09,5.688662243960324e-09,4.048655727147923e-09,4.331257489572178e-09,6.776283259456204e-09,3.6513606869771773e-09,1.8214439843703885,1.95615199501458,1.509043366562289,diting
IC.LSA,2008-10-01 15:00:48.423300,2008-10-01 15:00:48.243300,2008-10-01 15:00:49.343300,0.09060715,S,1.4810714242047608e-08,1.591392262159824e-08,9.757336489516489e-09,3.2191929285237402e-09,2.1977021981248306e-09,4.404602417067891e-09,6.730512521135759e-09,7.109149778397426e-09,3.5970095776154736e-09,1.914087953643397,1.6810089148748613,1.2725604310968344,diting
IC.LSA,2008-10-01 15:03:24.763300,2008-10-01 15:03:23.843300,2008-10-01 15:03:25.363300,0.2458644,S,1.2238449432749119e-08,1.743683561113645e-08,1.1850545216677227e-08,3.970373937523028e-09,4.204604696910003e-09,2.995769572770258e-09,4.288372357589114e-09,7.1751056162545865e-09,4.171854060347194e-09,2.0519061899734585,2.522058302256224,2.709259067098472,diting
IC.LSA,2008-10-01 15:09:56.763300,2008-10-01 15:09:55.423300,2008-10-01 15:09:57.223300,0.14883523,S,1.302152846351163e-08,1.294883670882209e-08,9.35557997586879e-09,4.325574165951162e-09,3.784432343328545e-09,3.1034905513964663e-09,5.88763269980672e-09,3.600270864351925e-09,3.6481375077007643e-09,1.2796593844101718,1.8159968010019463,1.5009815605012262,diting
IC.LSA,2008-10-01 15:11:10.623300,2008-10-01 15:11:10.163300,2008-10-01 15:11:11.023300,0.8248472,S,1.703323517297459e-08,6.501564099190897e-08,3.032800059766014e-08,4.869816081742984e-09,4.640460959572147e-09,5.826760414467338e-09,7.097585024777751e-09,1.8583859731898417e-08,1.1663430772980569e-08,4.8336781219701574,12.067625053526566,5.452831912098933,diting
IC.LSA,2008-10-01 15:16:21.003300,2008-10-01 15:16:20.643300,2008-10-01 15:16:21.283300,0.087590426,S,9.716735383542044e-09,2.3626135913230117e-08,1.0461621689257662e-08,4.088225657211745e-09,5.858192037640603e-09,4.048216392355645e-09,4.765774109781417e-09,8.152995719014223e-09,4.762003619267118e-09,1.4413697864342745,1.3535201765985532,1.0407579433575882,diting
IC.LSA,2008-10-01 15:21:24.043300,2008-10-01 15:21:23.943300,2008-10-01 15:21:26.783300,0.073442265,S,9.228170261671443e-09,5.938247619689862e-09,5.964559490126166e-09,4.041990197647569e-09,4.181935238015044e-09,3.0428618535125118e-09,3.8532595562036625e-09,2.680429784809185e-09,2.4428588603121265e-09,1.4747892030450735,1.4156665398636636,1.1413488380853274,diting
IC.LSA,2008-10-01 15:23:47.523300,2008-10-01 15:23:47.243300,2008-10-01 15:23:47.843300,0.81667876,S,1.227210982749032e-08,2.4017104969677904e-08,1.5682501114886697e-08,4.180346192292773e-09,3.808123182102525e-09,3.116170739848713e-09,4.487750866090447e-09,7.466673949418486e-09,6.2358343697901734e-09,2.916900085372759,4.603907202534852,2.804310783717161,diting
IC.LSA,2008-10-01 15:27:23.103300,2008-10-01 15:27:23.083300,2008-10-01 15:27:23.363300,0.07339149,S,1.7191453083482376e-08,1.972974641449691e-08,8.962703863093367e-09,2.9974240896075582e-09,6.798061235267864e-09,3.4525692144140183e-09,5.8795925264305716e-09,7.1254253685701725e-09,3.1899714120664413e-09,2.497086803938331,1.6965134538520625,1.106278792939908,diting
IC.LSA,2008-10-01 15:28:04.303300,2008-10-01 15:28:04.083300,2008-10-01 15:28:06.043300,0.090890974,S,1.2716609125147055e-08,1.7434493835445326e-08,8.759879856964532e-09,4.92143868400803e-09,4.631846397027997e-09,4.1109187601752845e-09,6.016250368432015e-09,6.657840684657168e-09,3.656285212041445e-09,1.3015308847712372,1.365289600977465,1.5529441355963858,diting
IC.LSA,2008-10-01 15:29:35.463300,2008-10-01 15:29:35.243300,2008-10-01 15:29:35.923300,0.10077178,S,1.465491625894006e-08,1.0602638506538404e-08,9.641523334015572e-09,6.2703880433828484e-09,4.067606548747735e-09,2.95064094947649e-09,5.037916208118957e-09,4.126687173817718e-09,4.383454881755263e-09,1.2440856220491088,2.0877306270493494,1.672229757040348,diting
IC.LSA,2008-10-01 15:30:40.763300,2008-10-01 15:30:40.563300,2008-10-01 15:30:41.143300,0.09564273,S,1.5010997134328623e-08,9.255935327372129e-09,8.395155362712375e-09,4.924619803572458e-09,4.141232218231118e-09,3.681276322952398e-09,7.437653823191172e-09,4.086466694153645e-09,3.785493045214881e-09,1.4304955106526063,1.3728149640077025,1.4857987454528248,diting
IC.LSA,2008-10-01 15:33:33.103300,2008-10-01 15:33:33.043300,2008-10-01 15:33:33.383300,0.085886784,S,1.8227071188090913e-08,1.3069369618727802e-08,1.0470301668141217e-08,4.904432228319738e-09,4.730945185630852e-09,5.105377750075225e-09,6.3665735311681354e-09,6.044938607176203e-09,3.7508815310729126e-09,1.7286219578589814,1.134344483359004,1.0497484885672148,diting
IC.LSA,2008-10-01 15:42:16.883300,2008-10-01 15:42:16.543300,2008-10-01 15:42:18.003300,0.13315183,S,1.1688443110778426e-08,1.038932977702444e-08,1.0661401037351679e-08,4.299273122148645e-09,3.200744230240824e-09,3.5330478668929493e-09,6.001484888199982e-09,3.571819994872822e-09,3.644620013705716e-09,2.395986083691621,1.9124084805964383,2.126509106018115,diting
IC.LSA,2008-10-01 15:51:04.023300,2008-10-01 15:51:03.703300,2008-10-01 15:51:04.963300,0.08834034,S,6.114666378967532e-09,8.616993299825511e-09,6.156487693164992e-09,3.7904326089165604e-09,2.819379557773673e-09,3.6767515011915498e-09,3.1903221870693353e-09,3.9334879325066616e-09,2.759062477952812e-09,1.1247695627858254,1.6863305663351056,1.4525201951437536,diting
IC.LSA,2008-10-01 15:59:20.323300,2008-10-01 15:59:19.943300,2008-10-01 15:59:20.683300,0.8726928,S,1.7670649316619047e-08,2.0201690432723316e-08,1.7466437349230923e-08,3.122715473922157e-09,3.833053536650905e-09,4.9102329836513075e-09,6.89909019134592e-09,6.328234392990848e-09,6.326126060862524e-09,4.469958121172548,6.058768776455181,3.5479086060535083,diting
IC.LSA,2008-10-01 16:01:37.803300,2008-10-01 16:01:37.543300,2008-10-01 16:01:38.223300,0.11013385,S,1.5867641525826164e-08,1.0127878533046973e-08,8.014019878184193e-09,3.970729545416789e-09,2.542251822739436e-09,4.378887570646365e-09,5.912829196817549e-09,3.310329108978993e-09,3.127112462660416e-09,1.3023736203826557,1.4693556188640575,1.3592269293397714,diting
IC.LSA,2008-10-01 16:05:41.603300,2008-10-01 16:05:40.823300,2008-10-01 16:05:41.923300,0.1742091,S,1.3018402116536797e-08,8.331582659007944e-09,8.452991727058317e-09,4.505837131726994e-09,3.996267530140989e-09,3.560683142108011e-09,4.825570378972175e-09,3.41162731492744e-09,2.8360310477340385e-09,1.9684127099893007,1.815468562977532,1.7432447083073666,diting
IC.LSA,2008-10-01 16:06:32.003300,2008-10-01 16:06:31.763300,2008-10-01 16:06:32.363300,0.07753159,S,8.48597296929574e-09,1.2476289824416894e-08,9.1487329970206e-09,2.6693285000614304e-09,3.0476886458129042e-09,2.7750826218103232e-09,4.320622308896744e-09,5.003647580714115e-09,3.943899113568605e-09,2.096281151380405,2.038264808804823,1.7191419746940018,diting
IC.LSA,2008-10-01 16:29:22.383300,2008-10-01 16:29:22.303300,2008-10-01 16:29:22.623300,0.07271127,S,1.153567423424401e-08,9.901054665675478e-09,7.163378151150529e-09,5.4027953291966456e-09,5.6617629281150875e-09,3.860429497118686e-09,4.444474322749599e-09,4.034321641296713e-09,3.203670912071548e-09,1.0903367748008697,0.9951943657402713,1.2742015827778297,diting
IC.LSA,2008-10-01 16:30:21.143300,2008-10-01 16:30:21.023300,2008-10-01 16:30:21.863300,0.08140165,S,1.1614218478485203e-08,1.2834456016840829e-08,6.9389276663394345e-09,4.662473797094854e-09,3.585336201484752e-09,2.911327652424254e-09,4.926467066403995e-09,6.291254440323963e-09,3.1055295969059342e-09,1.811863114506336,2.3192609078488533,1.3942767518379204,diting
IC.LSA,2008-10-01 16:32:42.123300,2008-10-01 16:32:42.063300,2008-10-01 16:32:42.403300,0.08313303,S,1.0620369243112856e-08,1.0924502200176152e-08,7.568352203029013e-09,4.91972245962779e-09,3.13729377949635e-09,3.1998256358192043e-09,4.444442361369481e-09,4.4649698015367925e-09,3.643845075052038e-09,1.3049443366041884,1.4457700621563414,2.0066016479160935,diting
IC.LSA,2008-10-01 16:48:35.383300,2008-10-01 16:48:35.363300,2008-10-01 16:48:35.643300,0.32240692,S,1.0394873987037358e-08,9.52551235396925e-09,1.1041036814423425e-08,5.140493425617114e-09,4.790787350588394e-09,2.855729247640034e-09,4.1528365086764935e-09,4.413045603645349e-09,4.293379633040741e-09,2.23430828089938,2.9382920430514154,2.5699701624099025,diting
IC.LSA,2008-10-01 16:59:30.603300,2008-10-01 16:59:30.443300,2008-10-01 16:59:31.503300,0.105554834,S,1.4442556496548587e-08,1.2929010514261703e-08,7.894775794800866e-09,3.7230659578515144e-09,4.655905724362789e-09,3.796880672084734e-09,5.74432806551013e-09,4.152525505721991e-09,2.7959774521285033e-09,1.3566763226347252,1.5312915260597353,1.8590262522109382,diting
IC.LSA,2008-10-01 16:59:32.123300,2008-10-01 16:59:31.963300,2008-10-01 16:59:32.483300,0.103779644,S,1.4079559738160836e-08,8.954953557041839e-09,7.894775794800866e-09,4.852160253978908e-09,5.116238321243918e-09,3.5569736852317877e-09,5.59488974602467e-09,3.794572827850224e-09,2.8819639051885105e-09,1.2939318714832284,1.8637691198399173,2.188194305195256,diting
IC.LSA,2008-10-01 17:10:07.803300,2008-10-01 17:10:07.663300,2008-10-01 17:10:08.043300,0.10232821,S,6.683079205894282e-09,6.399780005311801e-09,9.952334936232673e-09,5.356269296882388e-09,2.1395986882894386e-09,2.700004935499318e-09,3.5005660888376493e-09,3.053731960948884e-09,5.167807197688081e-09,2.389156675039921,2.3210796569090255,2.4846338331382065,diting
IC.LSA,2008-10-01 17:13:10.503300,2008-10-01 17:13:09.363300,2008-10-01 17:13:11.563300,0.12732892,S,1.4081294301968933e-08,6.266137775383511e-09,8.252349321694996e-09,3.052332661792458e-09,2.8460602302313814e-09,2.6256892933942846e-09,5.105370698560007e-09,2.526869911461439e-09,3.1168835017013087e-09,1.9736538050705255,1.781868661097388,1.8593506377053468,diting
IC.LSA,2008-10-01 17:16:53.803300,2008-10-01 17:16:53.683300,2008-10-01 17:16:55.503300,0.08590827,S,8.290923564603178e-09,7.011401264276162e-09,7.790898445411174e-09,5.582295388204452e-09,3.4570684367322458e-09,2.6499473011388642e-09,3.775729364647508e-09,3.2249085941292016e-09,3.2634246933320435e-09,1.203405977671679,1.767431189403358,1.410820673136862,diting
IC.LSA,2008-10-01 17:20:50.663300,2008-10-01 17:20:50.523300,2008-10-01 17:20:50.963300,0.07604987,S,9.51204464087688e-09,1.1152117254457858e-08,8.309973470785056e-09,5.43392830428456e-09,2.9892524566021277e-09,3.84187760594772e-09,4.02706689632352e-09,4.151908415452833e-09,3.139551844569764e-09,1.4618404490396835,1.5995287182817373,1.5298154974762919,diting
IC.LSA,2008-10-01 17:21:24.063300,2008-10-01 17:21:24.043300,2008-10-01 17:21:24.583300,0.07435665,S,1.0662259479668415e-08,7.765802528733273e-09,1.0811149886216276e-08,2.795889212158609e-09,3.3733552802726856e-09,5.5138536086601635e-09,3.960973705940498e-09,3.43671653357943e-09,4.2361476943205e-09,1.395842070161979,1.8144659902064888,2.7788819043980997,diting
IC.LSA,2008-10-01 17:27:11.543300,2008-10-01 17:27:11.423300,2008-10-01 17:27:11.903300,0.08524918,S,8.3077152510965e-09,6.6301692431534946e-09,8.904999454566775e-09,3.794315770512436e-09,3.1730205347001395e-09,3.57024884116775e-09,3.9253291998061795e-09,2.879694711162875e-09,3.5880522982258996e-09,1.805276051572579,1.613622281539883,1.751421437486464,diting
IC.LSA,2008-10-01 17:28:21.103300,2008-10-01 17:28:21.003300,2008-10-01 17:28:21.523300,0.07827923,S,4.147069336312248e-08,1.5427410266227876e-08,2.1040526113520336e-08,9.138528496814935e-09,4.016569169543782e-09,4.510476198153516e-09,1.9700390832166056e-08,7.204647888337962e-09,1.0377543208470781e-08,2.8826598070971885,1.7087546260896105,2.1908056652426144,diting
IC.LSA,2008-10-01 17:34:51.603300,2008-10-01 17:34:51.443300,2008-10-01 17:34:51.843300,0.09159,S,7.030881124001808e-09,9.753496437832129e-09,8.215171766546807e-09,2.2404716373569016e-09,1.9815818162717216e-09,2.9544446389838346e-09,3.063662691641309e-09,3.824929819416344e-09,3.939653526222698e-09,2.032109568917312,1.8808631008266532,2.703023322900626,diting
IC.LSA,2008-10-01 17:37:51.223300,2008-10-01 17:37:50.983300,2008-10-01 17:37:52.483300,0.10130543,S,8.944966569989961e-09,8.73590560810554e-09,7.847287837075307e-09,3.137654574734215e-09,3.303050183901346e-09,4.847130453851426e-09,3.443400766117669e-09,4.193241650814551e-09,3.3899530667705124e-09,2.4741370536702854,1.8110189464166486,1.9921446398757066,diting
IC.LSA,2008-10-01 17:49:27.563300,2008-10-01 17:49:27.363300,2008-10-01 17:49:28.663300,0.09894127,S,1.3270895523744602e-08,1.0496775139664694e-08,8.200291883166229e-09,4.508380591225435e-09,3.881238008485505e-09,3.1048186485013646e-09,5.58956765057113e-09,4.1613677455745e-09,2.9827668042782607e-09,1.9838697301955817,1.9379535019995158,1.0639794593755068,diting
IC.LSA,2008-10-01 17:49:29.543300,2008-10-01 17:49:29.483300,2008-10-01 17:49:29.843300,0.077837065,S,1.3270895523744602e-08,1.0496775139664694e-08,8.200291883166229e-09,5.123683792798159e-09,3.7250131600937933e-09,3.2083152485709633e-09,5.005276328199963e-09,4.49854693580026e-09,3.582436974436512e-09,2.6612958584364987,2.0282792788857646,2.0063992989742547,diting
IC.LSA,2008-10-01 17:55:46.203300,2008-10-01 17:55:46.043300,2008-10-01 17:55:46.843300,0.08043544,S,8.560827424826561e-09,5.409838444755249e-09,7.3176478803424175e-09,2.9825611727948515e-09,3.7095095419823565e-09,2.651215982684088e-09,3.904875128780799e-09,2.270458650061168e-09,2.5394549666979417e-09,1.4247375973897247,1.3819390938900893,2.168086812144945,diting
IC.LSA,2008-10-01 18:00:27.583300,2008-10-01 18:00:27.183300,2008-10-01 18:00:28.043300,0.12570733,S,1.3140182109196795e-08,9.51475502632468e-09,6.5427222059178646e-09,3.294832479274175e-09,3.44635889851853e-09,2.8857352321031572e-09,5.99523360176046e-09,3.5797521333664385e-09,3.0774163562205024e-09,2.095836138654006,1.8874690018692917,1.940227950732391,diting
IC.LSA,2008-10-01 18:01:27.463300,2008-10-01 18:01:27.383300,2008-10-01 18:01:29.103300,0.07934564,S,7.845106520443508e-09,1.0426602426531941e-08,9.070160196515484e-09,4.243492773506305e-09,3.5279447060228588e-09,2.003210549317788e-09,3.460401130353308e-09,4.5994975724486356e-09,4.053541300196225e-09,2.019408911422103,1.7005525142053797,2.4467962780221235,diting
IC.LSA,2008-10-01 18:05:41.363300,2008-10-01 18:05:40.563300,2008-10-01 18:05:41.643300,0.095861696,S,9.90705688435549e-09,7.1720144494165805e-09,7.682892638079632e-09,4.989834702446432e-09,1.815504354411652e-09,2.687253432821514e-09,3.6045480868838062e-09,3.0314610689095264e-09,2.7655390090626223e-09,1.1185554054819205,1.5097030689406494,1.7833185164852519,diting
IC.LSA,2008-10-01 18:09:12.283300,2008-10-01 18:09:12.243300,2008-10-01 18:09:12.643300,0.0811111,S,7.667226711326488e-09,6.9035949157451464e-09,1.0924098930744867e-08,3.2929885828656797e-09,2.8835326195059903e-09,2.5704941830197112e-09,3.3875426470018434e-09,3.045115052372972e-09,4.017714157208508e-09,2.13484053975558,1.1250489697322383,1.6307112221225382,diting
IC.LSA,2008-10-01 18:10:46.203300,2008-10-01 18:10:46.123300,2008-10-01 18:10:46.443300,0.073433995,S,7.324308556428553e-08,1.9381420457062527e-08,4.827454566841322e-08,3.6073801398545777e-09,2.847606972517987e-09,2.190578849079192e-09,2.17131491293021e-08,6.728247968266042e-09,1.43152584425094e-08,2.5548770092839796,2.7264351757979988,2.0306914879850826,diting
IC.LSA,2008-10-01 18:10:48.503300,2008-10-01 18:10:48.183300,2008-10-01 18:10:49.343300,0.22276613,S,1.2131374363019616e-07,3.9858573326221114e-08,9.825687855136957e-08,7.320798841713479e-09,2.437946060416055e-09,2.1878873705963596e-09,4.2869368065719615e-08,1.446896355772729e-08,3.442492340202669e-08,4.212440412299157,2.4412341310966283,5.871985885778734,diting
IC.LSA,2008-10-01 18:11:49.023300,2008-10-01 18:11:48.863300,2008-10-01 18:11:49.283300,0.13094974,S,8.406513607989656e-08,5.84808587442985e-08,4.9431369328821535e-08,2.5635725376126893e-08,1.8370496658024584e-08,3.1807268489296875e-08,3.8549075094927165e-08,2.3352752894368498e-08,1.882356755313234e-08,1.6518827591731182,1.419245833033138,1.4980837231837805,diting
IC.LSA,2008-10-01 18:15:13.563300,2008-10-01 18:15:13.503300,2008-10-01 18:15:13.983300,0.07494328,S,2.0814462574870417e-08,2.000118779933431e-08,2.118905192278215e-08,9.888428955929733e-09,6.964529329522957e-09,1.0041153825123141e-08,7.933112519861033e-09,9.64315451937754e-09,1.026324787834091e-08,2.367393002613759,2.175061248965788,1.7091437098639355,diting
